id;pc_1;pc_2;pc_3;pc_4;pc_5;pc_6;pc_7;pc_8;pc_9;pc_10
evernote:///view/2147483647/s94/18f90dd9-e3a4-466c-858c-f10bc60ff9db/18f90dd9-e3a4-466c-858c-f10bc60ff9db/;0.0033317335725767186;0.6926153886441033;-0.46240479047473365;-0.5367799872029435;0.14652875491737233;-0.04678233038160351;0.28499687074012237;0.24620373051283992;-0.12604435923694887;-0.09090585956109155
evernote:///view/2147483647/s94/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/;-1.6360335093257272;0.5973054817338692;-0.11863420527670542;0.4630014289617325;-0.27149637889368267;-0.23618681660675475;-0.5150385445805356;-0.05004298072377292;0.18595187030257976;-0.15583307723469705
evernote:///view/2147483647/s94/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/;0.4604035058765839;-0.011906735929085623;-0.056080485888727945;0.0359099508460618;-0.1768789287829601;0.4786340065270651;0.1017444884598835;0.24701083743299396;-0.15833875695946412;-0.1251744126786245
evernote:///view/2147483647/s94/c26d7d6d-517b-41c6-aa1b-75efb1727fde/c26d7d6d-517b-41c6-aa1b-75efb1727fde/;-1.2285727573490455;0.3352023887768817;-0.3914257370600592;-0.5000941851723728;-0.5822856761190969;-0.20792503773058432;-0.20599030323206316;0.19362032861808587;-0.38757362998663236;0.08110923365003925
evernote:///view/2147483647/s94/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/;-0.008193782842402159;0.5536100499906743;-0.14154933765829664;-0.7591345908193925;-0.12624524307170665;-0.22244582099487756;0.15065956347735074;-0.07234081063005227;-0.20490575659642327;0.015564043861255011
evernote:///view/2147483647/s94/0af65d51-67e7-4689-902d-8430655cb024/0af65d51-67e7-4689-902d-8430655cb024/;-0.8384846334820706;0.529072366551054;0.614246815021143;0.0917644884471256;0.5615825169217308;-0.12233722539630272;-0.12696556746043317;-0.0958675794076896;0.17994980129949684;-0.30381850189464865
evernote:///view/2147483647/s94/2df617b1-bea1-4293-8bdf-ec64c55dbad6/2df617b1-bea1-4293-8bdf-ec64c55dbad6/;0.4715107894502372;-0.10858183054207711;-0.013196364272367644;0.06858679434176042;0.25347279142131496;-0.16567425523280355;-0.05798963682723369;0.1014126033359301;-0.20244412794540714;0.11500010438939498
evernote:///view/2147483647/s94/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/;0.22139556348734693;0.040499892067131685;0.038068340290181336;0.3568864411439598;0.09179732838073655;0.19717753872358937;-0.27458603055513364;-0.09612507914320961;-0.08277495844083772;0.24846393521944235
evernote:///view/2147483647/s94/90a915f8-e772-4659-9980-f3ab66aa6214/90a915f8-e772-4659-9980-f3ab66aa6214/;0.22878821234985827;-0.027730075393647212;0.11552032825766675;0.26110688719268554;-0.049830461644693055;0.14170388269042614;-0.21371098428565458;-0.04755647094057297;0.09504059750863718;0.2145647222965863
evernote:///view/2147483647/s94/7421fd44-2665-4515-b1d1-068630869658/7421fd44-2665-4515-b1d1-068630869658/;-1.6042900217406328;-1.0279312139811803;-0.34964344998821045;0.15777449558243645;-0.20306329892712394;-0.33052924223706814;0.07587267582124965;-0.004652981518045444;0.01792624416782991;-0.05311503557481992
evernote:///view/2147483647/s94/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/;0.841157513098426;0.06443201183197607;-0.033639556164992784;0.2011450258548898;0.199662088022762;-0.18620599551357442;-0.17000858648395695;-0.14184443688960982;-0.2651118449363963;-0.06913073620825405
evernote:///view/2147483647/s94/ccd790b2-b585-4d0e-8cc1-219015b546ab/ccd790b2-b585-4d0e-8cc1-219015b546ab/;0.36881663028859984;-0.15361423087597398;0.2039470941852867;0.032155468478111515;-0.038320573241034224;0.2151382206553459;-0.19799862578912444;0.1189552253382962;-0.14162490249926193;0.08010684165449644
evernote:///view/2147483647/s94/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/;0.8459302348185875;-0.08251891548566508;0.0681802328015845;-0.012229388485682266;0.003907982021158607;-0.2904235507923357;-0.07937030154601019;-0.12628920269399593;-0.1011976837420101;-0.10643323925572254
evernote:///view/2147483647/s94/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/;-0.07403398630731943;0.4674196843308109;0.36836310403022954;-0.6271465302138425;-0.1045032965409142;0.16644938714931928;-0.18071603379069687;-0.002130390537843171;0.22387848569411695;-0.054470549927422396
evernote:///view/2147483647/s94/8728baa0-3b47-4dfc-8f4d-046931d54934/8728baa0-3b47-4dfc-8f4d-046931d54934/;0.787480354311642;-0.1151058277895352;0.1330629460147798;-0.090513048821404;-0.33603576648381395;-0.27829740286905674;0.016966236550071304;-0.2096392931574179;0.12944167675323945;-0.11086164843276643
evernote:///view/2147483647/s94/b658c774-18e2-4d89-8035-66969ae23eba/b658c774-18e2-4d89-8035-66969ae23eba/;0.3642662547550609;-0.25458382560636783;0.3359646626426247;-0.20732003739958754;-0.48488853097588264;0.12405258453767544;-0.031768098720311014;-0.07687490286798672;0.10271147862018054;0.042617932794047714
evernote:///view/2147483647/s94/2d5220b1-959d-4d75-90bd-bfef9048b78d/2d5220b1-959d-4d75-90bd-bfef9048b78d/;0.540161293986836;-0.24228544252201287;0.2483776063940997;-0.2155709249842791;-0.6353708205723548;-0.07468196746026151;0.05417516258650399;-0.35348174037599334;0.14976326483458388;-0.012306510457711337
evernote:///view/2147483647/s94/71002a5a-ed25-4e4d-b9d3-1986e52046f7/71002a5a-ed25-4e4d-b9d3-1986e52046f7/;0.8275690849046591;-0.0391668693163484;-0.020919787608772642;0.1166765068060391;0.2437365002969368;-0.27558223888242883;-0.14614937440311104;0.06756631973453514;-0.155119569261921;-0.08167759094642968
evernote:///view/2147483647/s94/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/;-0.7370508361056528;-0.8259156976031816;-0.05046200855916097;-0.007419838191744341;0.35949228597637445;0.2411198605591936;0.2762080708462157;-0.12742363494777276;-0.2001973689082656;-0.15567611736103848
evernote:///view/2147483647/s94/6d1616de-75c7-405f-911a-cbd6d88f657e/6d1616de-75c7-405f-911a-cbd6d88f657e/;0.6035456434625692;0.4964119995150634;-0.8827486006664954;0.5742898744163365;-0.04662391915855607;0.12419696216488631;0.42782239508103537;-0.11254759506840584;0.09066623504974067;-0.12083930122805546
evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/;-0.21976140459796795;0.9983656808540766;-0.39416137820031194;-0.09886882184210075;0.12802206703550276;0.2407510539733171;0.12860181201211504;0.04199098250161666;0.23322482484543477;0.02443644731133872
evernote:///view/2147483647/s94/aaccb2ba-3635-4139-81fc-bee06c2166f8/aaccb2ba-3635-4139-81fc-bee06c2166f8/;-0.06429446466374675;0.6976855700981349;-0.11476593843218591;-0.3626477092422486;0.10120925547310103;0.3542167206587694;-0.05971376428929762;0.16163446560911465;0.16662288427516822;-0.13418573002163142
evernote:///view/2147483647/s94/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/;0.5647468928661766;0.25198719655108986;-0.620077570344303;0.2714326243713575;-0.13985632716904892;-0.13114475264769537;0.2728766777266782;-0.2644922573111062;-0.08070421444380432;0.008530799916217718
evernote:///view/2147483647/s94/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/;0.8412538908923061;-0.03734628615412838;0.04998440344169228;0.1127106341857184;0.10826932259252536;-0.28528025805197543;-0.10168175223067935;0.11037719745848826;0.04738175854662491;-0.11712464340653192
evernote:///view/2147483647/s94/92185793-1c39-48cb-9893-a2fb0d5eab68/92185793-1c39-48cb-9893-a2fb0d5eab68/;0.8485983508578774;-0.05468710462185504;0.08562441160583514;0.06114827606902986;0.012337915282214049;-0.2912167828159382;-0.07497012308783901;0.03283498848707583;0.06895051275458927;-0.12702690273024908
evernote:///view/2147483647/s94/dc73d868-516c-486c-b4fc-98ab5142be3e/dc73d868-516c-486c-b4fc-98ab5142be3e/;0.31822085767350383;-0.12189840068048738;0.18796240131267106;0.024390661646728068;-0.2560453461575713;0.16686712751858007;-0.08973400230364607;0.09945077958717846;0.07528992750541501;0.09194282359965317
evernote:///view/2147483647/s94/47ee58d1-d833-41ea-a23c-3363426ae221/47ee58d1-d833-41ea-a23c-3363426ae221/;0.32556531763907515;-0.13923921914821402;0.22360240947681392;-0.027171696469960437;-0.3519767534678825;0.1609306027546173;-0.06302237316080575;0.021908570615766086;0.09685868171337934;0.08204056427593602
evernote:///view/2147483647/s94/f17725d6-a267-4d72-a441-19512c646f0c/f17725d6-a267-4d72-a441-19512c646f0c/;-0.7997120284478528;-0.2678303506743514;0.7521282947653913;0.3173856632121498;-0.5219265124956136;0.11064199096964722;0.5534238168797906;-0.012325154929222613;-0.1976581694637496;-0.17348115099332195
evernote:///view/2147483647/s94/4998309f-f0d7-45fd-995b-0c896fee9b59/4998309f-f0d7-45fd-995b-0c896fee9b59/;-0.8510885417765979;0.4989652161233398;0.33570076074899213;-0.10154132284630937;0.1985136509530404;-0.08236335877518781;0.09534785204170046;0.2483637659400832;0.1217461759914895;-0.01881143176523043
evernote:///view/2147483647/s94/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/;-0.24840220666103513;-0.9264096525323302;-0.045141193097480686;-0.23452167752460493;0.45525958654472704;0.17364901900532553;0.11997480169271274;-0.040341281586927506;0.037557611455002395;-0.04126421897527694
evernote:///view/2147483647/s94/43a09698-ae4a-466b-b5aa-b98efdde73fa/43a09698-ae4a-466b-b5aa-b98efdde73fa/;-1.2717309226692937;-0.9057470523061465;-0.6733566370112487;0.1758813672835321;-0.023580900617122702;-0.17344048019928734;-0.24349874284353698;0.09523024283552237;0.1322310667726626;0.14074985983355132
evernote:///view/2147483647/s94/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/;0.7230285759822727;-0.2655989031184727;0.02772549377604108;-0.03626388236837977;0.2921110787613682;-0.5401149192218149;-0.13922143526927944;0.15128279050522608;0.11385176575109185;-0.007357210497894555
evernote:///view/2147483647/s94/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/;-0.8061510549371794;0.8344524962610125;0.0921127159402684;0.20799707721493288;0.2935507509421616;0.388098019199333;-0.2851793271438463;-0.5326085732657723;-0.3260147110762053;-0.038590216184247454
evernote:///view/2147483647/s94/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/;0.5582197989406134;-0.021498669244262667;-0.2653250408368971;0.17418783113749806;-0.12244877990888343;0.10212847724647667;0.0906295538437875;0.21956377383963932;0.1714492628831961;-0.10747781855160811
evernote:///view/2147483647/s94/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/;0.3238235360474786;-0.108320175040819;0.0981326379364964;0.12049012807678505;0.08843059194594768;0.2062406020086712;-0.21284547613257168;0.2234964293007325;-0.17216347126513407;0.12107731267363094
