id;pc_1;pc_2;pc_3;pc_4;pc_5;pc_6;pc_7;pc_8;pc_9
evernote:///view/2147483647/s94/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/;-0.15846844714939515;0.49234418177910405;0.4712555230305261;-0.3643310203732725;-0.23665611170543477;-0.16736122447272742;0.24176568449717922;0.10500443202791372;-0.014567894879001737
evernote:///view/2147483647/s94/8728baa0-3b47-4dfc-8f4d-046931d54934/8728baa0-3b47-4dfc-8f4d-046931d54934/;0.7539654237936304;-0.03805628950153708;-0.0069937494841768935;0.02130750054411197;0.2273756204169875;-0.09272917607795304;0.2305375130655648;-0.054736834698007455;-0.03912446334592039
evernote:///view/2147483647/s94/b658c774-18e2-4d89-8035-66969ae23eba/b658c774-18e2-4d89-8035-66969ae23eba/;0.3292495355721218;-0.25999754351990767;0.11902263607572876;-0.0805431702787276;-0.2162446827252261;-0.04215601795150953;0.12728709978201008;0.06990906046853118;0.033013042130702525
evernote:///view/2147483647/s94/2d5220b1-959d-4d75-90bd-bfef9048b78d/2d5220b1-959d-4d75-90bd-bfef9048b78d/;0.49722521338334313;-0.18810641928821137;-0.01300569589177878;-0.03205743034270269;-0.018993679255931824;-0.05237944925623794;0.23523396388994874;-0.0928664092140298;0.11758818492072046
evernote:///view/2147483647/s94/71002a5a-ed25-4e4d-b9d3-1986e52046f7/71002a5a-ed25-4e4d-b9d3-1986e52046f7/;0.8296242298081073;-0.019820556563876907;0.05103152023486991;-0.0031646131978327052;0.2826855893031941;-0.1382110693334263;-0.01936747354314475;-0.13678645205659382;-0.09848001932385529
evernote:///view/2147483647/s94/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/;-0.5289646484701116;-0.565742687523147;0.08640503988062026;0.029743109409241297;-0.11524551831203353;0.2686886586820144;-0.34322192897315634;-0.12097394085561917;-0.1661932545983531
evernote:///view/2147483647/s94/6d1616de-75c7-405f-911a-cbd6d88f657e/6d1616de-75c7-405f-911a-cbd6d88f657e/;0.5633017184197662;0.5983487808007611;-0.870623371278064;0.5470802973916636;0.007072703351678353;0.32313751906213933;-0.1121551038134741;0.07812434429809437;-0.0859978456134077
evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/;-0.3156288559416464;1.038746360524633;-0.17542735424063155;0.06428258766758783;-0.1727297018334503;0.09896794250630161;0.057193671673527645;0.2141751517764569;0.008842818866977423
evernote:///view/2147483647/s94/aaccb2ba-3635-4139-81fc-bee06c2166f8/aaccb2ba-3635-4139-81fc-bee06c2166f8/;-0.14202810488689882;0.7431518031707303;0.09387857208932428;-0.21586039854546515;-0.3503207615226139;7.076883892161779E-4;0.05001739144654918;0.20097814094637412;-0.1481961660250352
evernote:///view/2147483647/s94/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/;0.5271599509907747;0.3530181065889876;-0.6573726518123608;0.2563937259530753;0.20195962508676968;0.16371660195118326;-0.23942796216415646;-0.04899594664043945;0.01096228285973766
evernote:///view/2147483647/s94/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/;0.8367683808833554;-0.020396561122549978;0.07225443337275729;0.03953375405940597;0.26882859917411617;-0.11511130199299736;0.22872819033969102;-0.04424378863315636;-0.09632305542527032
evernote:///view/2147483647/s94/92185793-1c39-48cb-9893-a2fb0d5eab68/92185793-1c39-48cb-9893-a2fb0d5eab68/;0.8367683808833554;-0.020396561122549978;0.07225443337275729;0.03953375405940597;0.26882859917411617;-0.11511130199299736;0.22872819033969102;-0.04424378863315636;-0.09632305542527032
evernote:///view/2147483647/s94/dc73d868-516c-486c-b4fc-98ab5142be3e/dc73d868-516c-486c-b4fc-98ab5142be3e/;0.2971899452084143;-0.18072513099603435;0.0557657698772009;0.025320084212527853;-0.23645322952155112;-0.05152940039739648;0.19707411684691495;0.04160844404467844;0.0753312863665746
evernote:///view/2147483647/s94/47ee58d1-d833-41ea-a23c-3363426ae221/47ee58d1-d833-41ea-a23c-3363426ae221/;0.2971899452084143;-0.18072513099603435;0.0557657698772009;0.025320084212527853;-0.23645322952155112;-0.05152940039739648;0.19707411684691495;0.04160844404467844;0.0753312863665746
evernote:///view/2147483647/s94/f17725d6-a267-4d72-a441-19512c646f0c/f17725d6-a267-4d72-a441-19512c646f0c/;-0.8431153932042776;-0.6058164137026575;0.3255202339132438;0.456813292611857;-0.1321580637856396;0.520445414292898;0.1880761398387343;-0.2673028704114758;-0.15096416285599923
evernote:///view/2147483647/s94/4998309f-f0d7-45fd-995b-0c896fee9b59/4998309f-f0d7-45fd-995b-0c896fee9b59/;-0.9162622525429722;0.2768206726014397;0.4139140191704641;-0.055521277181548874;0.08975448898586873;0.14229016927681437;0.13998676757710363;0.1569789354971744;-0.03723507070814791
evernote:///view/2147483647/s94/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/;-0.02145846770127552;-0.5723807801945429;0.19356321906981638;-0.23249331804658363;-0.0857158778954028;0.1517939269837914;-0.145024507138081;0.007949623600139191;0.02859919840559788
evernote:///view/2147483647/s94/43a09698-ae4a-466b-b5aa-b98efdde73fa/43a09698-ae4a-466b-b5aa-b98efdde73fa/;-1.0505873871062863;-0.7456993149997447;-0.6954748378997442;-0.17700987624816966;0.13446852958468938;-0.20157348205407566;0.009454315328825319;0.16065064683204477;0.1216606242179814
evernote:///view/2147483647/s94/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/;0.73801585289376;-0.25520280009035756;0.08761145455527101;-0.22105094456692653;0.5418279892835107;-0.1175016721988877;-0.17281957316043517;0.3118442019789861;-0.08401195918252236
evernote:///view/2147483647/s94/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/;-0.8972998967033919;0.6650901925368511;0.20344268728279027;0.3821572417569365;-0.2881386404448892;-0.38322422734817935;-0.44484646925303134;-0.3785196223194247;0.035886532133824436
evernote:///view/2147483647/s94/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/;0.5528692970847952;-0.017147214979131555;-0.30590286749656537;0.053248304251087855;-0.12630677240586372;0.14816261339202152;0.22179431765724952;0.12395057955172073;-0.05620136656260017
evernote:///view/2147483647/s94/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/;0.32556849957335926;-0.20080508540327635;0.09092605053741439;-0.021634909971118294;-0.2428472316991472;-0.09508979568054512;-0.03658626049095905;-0.06003506565960318;0.051551350685707736
evernote:///view/2147483647/s94/23ac17c1-1739-4cdd-bbba-b325955bbad0/23ac17c1-1739-4cdd-bbba-b325955bbad0/;0.32556849957335926;-0.20080508540327635;0.09092605053741439;-0.021634909971118294;-0.2428472316991472;-0.09508979568054512;-0.03658626049095905;-0.06003506565960318;0.051551350685707736
evernote:///view/2147483647/s94/00964167-c2f2-432f-91c4-7886d360ff51/00964167-c2f2-432f-91c4-7886d360ff51/;0.18176152239868587;-0.5447063775261033;0.10420427192429696;-0.46153943624643784;-0.17079474799764827;0.0458646998935538;-0.22196848885725126;0.138986536608234;0.12321846143642948
evernote:///view/2147483647/s94/589e02a9-432d-4e5c-99a5-86d2d1701b71/589e02a9-432d-4e5c-99a5-86d2d1701b71/;0.12360366348840772;-0.5771064323419285;0.11473618418052328;-0.4192315641876902;-0.14210709071771377;0.050361774087384244;-0.2278305081097002;0.11211115134952578;0.017000385647564197
evernote:///view/2147483647/s94/80ef92b8-6383-4dc8-acd6-7ae999a1338f/80ef92b8-6383-4dc8-acd6-7ae999a1338f/;0.07276812569230065;0.10460352168887505;-0.32298450939805;0.43834418944766873;-0.23197270858263175;0.0634547246236026;-0.07388048656209671;0.3041778240586834;0.19323714528407557
evernote:///view/2147483647/s94/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/;-0.5123302572669679;-0.43190378529957635;0.44925526687705764;0.5992905750374224;0.18206202312932418;0.3962154573463193;0.20592885734402688;-0.02123383179537286;-0.003334650844332654
evernote:///view/2147483647/s94/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/;-0.5729011950686789;0.625580252155874;0.49046960208389434;0.06464445827043207;0.5423906298349779;0.3460043529434266;0.009253955385616724;-0.03542583560484888;0.599753284675959
