id;pc_1;pc_2;pc_3;pc_4;pc_5;pc_6
evernote:///view/2147483647/s94/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/;0.4193426305707563;0.7092814638237037;-0.2692790172697757;0.0660344374590691;-0.08718172882738708;-0.04685800767058537
evernote:///view/2147483647/s94/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/;0.6701933101816218;-0.1944993816767533;-0.21954765912934895;-0.00608090049610608;-0.0803364917521942;-0.09714171558071322
evernote:///view/2147483647/s94/92185793-1c39-48cb-9893-a2fb0d5eab68/92185793-1c39-48cb-9893-a2fb0d5eab68/;0.6701933101816218;-0.1944993816767533;-0.21954765912934895;-0.00608090049610608;-0.0803364917521942;-0.09714171558071322
evernote:///view/2147483647/s94/dc73d868-516c-486c-b4fc-98ab5142be3e/dc73d868-516c-486c-b4fc-98ab5142be3e/;0.19957215051300178;-0.13476974227158475;0.21805574360381794;0.017822408233451253;-0.023364694599155272;0.07388529661693521
evernote:///view/2147483647/s94/47ee58d1-d833-41ea-a23c-3363426ae221/47ee58d1-d833-41ea-a23c-3363426ae221/;0.19957215051300178;-0.13476974227158475;0.21805574360381794;0.017822408233451253;-0.023364694599155272;0.07388529661693521
evernote:///view/2147483647/s94/f17725d6-a267-4d72-a441-19512c646f0c/f17725d6-a267-4d72-a441-19512c646f0c/;-1.0576883396708958;-0.2627611024251314;-0.06150550805307523;-0.4380541286177355;0.13655893436762462;-0.32006433040652416
evernote:///view/2147483647/s94/4998309f-f0d7-45fd-995b-0c896fee9b59/4998309f-f0d7-45fd-995b-0c896fee9b59/;-0.7210941341898486;-0.048022198783248954;-0.14066380284961852;-0.03538842556501724;0.1133008038001979;0.03107860413246189
evernote:///view/2147483647/s94/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/;-0.08114298139565553;-0.29481620464296143;0.05560684009831514;-0.10726577374264083;-0.04800445080831185;-0.045149691723073045
evernote:///view/2147483647/s94/43a09698-ae4a-466b-b5aa-b98efdde73fa/43a09698-ae4a-466b-b5aa-b98efdde73fa/;-0.8289213697477279;0.2552620772594791;0.018615339948472795;0.2500043423036071;-0.27370972943862937;0.08938546044573834
evernote:///view/2147483647/s94/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/;0.5611905340462525;-0.1713202950521986;-0.3728729534632864;0.2463057048715203;-0.014336432321429587;0.0301621796319508
evernote:///view/2147483647/s94/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/;-0.680371776122997;-0.046408882265278256;0.06800721103474927;0.22483552869836615;-0.10110223779509248;-0.005995766720971539
evernote:///view/2147483647/s94/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/;0.5783321271541071;0.24282073388640618;-0.10167476735285383;0.03919166798929888;0.2007362403889949;-0.17510523368307443
evernote:///view/2147483647/s94/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/;0.2367095489191845;-0.21018748215277405;0.23040371137538707;0.011530204832141022;0.01978717831172895;0.05003998982525775
evernote:///view/2147483647/s94/23ac17c1-1739-4cdd-bbba-b325955bbad0/23ac17c1-1739-4cdd-bbba-b325955bbad0/;0.2367095489191845;-0.21018748215277405;0.23040371137538707;0.011530204832141022;0.01978717831172895;0.05003998982525775
evernote:///view/2147483647/s94/00964167-c2f2-432f-91c4-7886d360ff51/00964167-c2f2-432f-91c4-7886d360ff51/;0.18549873948266893;-0.23125273117395834;0.19763947578061833;0.015305484042646093;-0.08361742693873676;0.10487945968056231
evernote:///view/2147483647/s94/589e02a9-432d-4e5c-99a5-86d2d1701b71/589e02a9-432d-4e5c-99a5-86d2d1701b71/;0.11041286777966659;-0.24854265708453027;0.16492357902768168;0.02621274936957917;-0.1003727019523558;-0.009123061114437503
evernote:///view/2147483647/s94/80ef92b8-6383-4dc8-acd6-7ae999a1338f/80ef92b8-6383-4dc8-acd6-7ae999a1338f/;-0.05176620678984638;0.3937671033410788;0.07145605182606879;0.2676299817861827;0.24979137653026234;0.1814596907077546
evernote:///view/2147483647/s94/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/;-0.8405358720314153;-0.32819820052670556;-0.2842546024794772;-0.2888959945568021;0.36600631561513286;-0.047721381591256634
evernote:///view/2147483647/s94/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/;-0.4755229204950235;-0.0023469629424345273;-0.5423505515019909;-0.4546642202669394;0.20078391338511825;0.6329553336613015
