id;pc_1;pc_2;pc_3;pc_4;pc_5;pc_6
evernote:///view/2147483647/s94/18f90dd9-e3a4-466c-858c-f10bc60ff9db/18f90dd9-e3a4-466c-858c-f10bc60ff9db/;0.2203707476725693;0.6152558836008049;0.08799476475025325;-0.29800660353343694;0.002961933152740931;-0.051712168484157967
evernote:///view/2147483647/s94/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/;-1.2291773403244601;0.12955012107950947;-0.19831119760039786;0.43857855551317954;-0.11493524844852271;-0.10557633352074938
evernote:///view/2147483647/s94/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/;0.3919608326931501;0.06707235767361375;0.4327813897414508;-0.21907868979079206;0.29215686509284533;-0.21774265181069818
evernote:///view/2147483647/s94/c26d7d6d-517b-41c6-aa1b-75efb1727fde/c26d7d6d-517b-41c6-aa1b-75efb1727fde/;-0.6494028264711451;0.3693800751418628;0.26196792581094674;-0.3542441626315925;-0.4043766771700698;0.025233369658714366
evernote:///view/2147483647/s94/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/;0.17412224003397309;0.3148169571498624;0.038942380718127056;-0.31978431427813026;-0.33540781305914014;0.08876657793913392
evernote:///view/2147483647/s94/0af65d51-67e7-4689-902d-8430655cb024/0af65d51-67e7-4689-902d-8430655cb024/;-0.9713015733657057;-0.4024185192846456;-0.08444240460770787;0.3403925136135558;0.20212502116071052;-0.10927763534107693
evernote:///view/2147483647/s94/2df617b1-bea1-4293-8bdf-ec64c55dbad6/2df617b1-bea1-4293-8bdf-ec64c55dbad6/;0.3139049384867114;-0.11424125742750145;-0.06777646441993393;-0.05814229734434119;-0.11214300563296037;0.07862477733062284
evernote:///view/2147483647/s94/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/;0.09056937437763243;-0.11159065564702995;0.06473044926988045;0.27020901360107763;0.042635364831609346;0.20118919182959927
evernote:///view/2147483647/s94/90a915f8-e772-4659-9980-f3ab66aa6214/90a915f8-e772-4659-9980-f3ab66aa6214/;0.09056937437763243;-0.11159065564702995;0.06473044926988045;0.27020901360107763;0.042635364831609346;0.20118919182959927
evernote:///view/2147483647/s94/7421fd44-2665-4515-b1d1-068630869658/7421fd44-2665-4515-b1d1-068630869658/;-1.2737819400675932;0.15280515268828487;-0.13393471321445943;0.04809836510771028;-0.1549636546325086;-0.13105903175537162
evernote:///view/2147483647/s94/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/;0.6701933101816218;-0.1944993816767533;-0.21954765912934895;-0.00608090049610608;-0.0803364917521942;-0.09714171558071322
evernote:///view/2147483647/s94/ccd790b2-b585-4d0e-8cc1-219015b546ab/ccd790b2-b585-4d0e-8cc1-219015b546ab/;0.2738469473253672;-0.2856052220339633;0.24275167914695617;0.005238001430830794;0.06293905122261317;0.026194683033580288
evernote:///view/2147483647/s94/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/;0.6701933101816218;-0.1944993816767533;-0.21954765912934895;-0.00608090049610608;-0.0803364917521942;-0.09714171558071322
evernote:///view/2147483647/s94/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/;0.09570276147791203;-0.2454761599093374;0.3186372765016636;-0.020792696993286765;0.047035794282230134;0.11407792948924833
evernote:///view/2147483647/s94/8728baa0-3b47-4dfc-8f4d-046931d54934/8728baa0-3b47-4dfc-8f4d-046931d54934/;0.6330559117754391;-0.119081641795564;-0.23189562690091806;2.1130290520414777E-4;-0.12348836466307843;-0.07329640878903576
evernote:///view/2147483647/s94/b658c774-18e2-4d89-8035-66969ae23eba/b658c774-18e2-4d89-8035-66969ae23eba/;0.2367095489191845;-0.21018748215277405;0.23040371137538707;0.011530204832141022;0.01978717831172895;0.05003998982525775
evernote:///view/2147483647/s94/2d5220b1-959d-4d75-90bd-bfef9048b78d/2d5220b1-959d-4d75-90bd-bfef9048b78d/;0.4920491243341666;-0.15437031955212738;-0.1436620617746414;-0.03211159892022364;-0.0962397486925773;-0.009258469125045174
evernote:///view/2147483647/s94/71002a5a-ed25-4e4d-b9d3-1986e52046f7/71002a5a-ed25-4e4d-b9d3-1986e52046f7/;0.6701933101816218;-0.1944993816767533;-0.21954765912934895;-0.00608090049610608;-0.0803364917521942;-0.09714171558071322
evernote:///view/2147483647/s94/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/;-0.6857529555754229;-0.09452712934186244;0.11729864460055062;-0.11779624701796125;-0.11297593030123784;-0.21853961746868603
evernote:///view/2147483647/s94/6d1616de-75c7-405f-911a-cbd6d88f657e/6d1616de-75c7-405f-911a-cbd6d88f657e/;0.46559113820935255;1.009720390274646;-0.22022663323764946;0.08781214820376244;0.25118801738449403;-0.18733675409387723
evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/;-0.15514791813295342;0.6583046855911198;0.268905918361237;0.051322640961888426;0.04019055720703732;0.16436163739937618
evernote:///view/2147483647/s94/aaccb2ba-3635-4139-81fc-bee06c2166f8/aaccb2ba-3635-4139-81fc-bee06c2166f8/;0.14484836589166974;0.22713263341038548;0.34827660315188225;0.05680277331754599;0.30085991045291804;-0.027923528277103437
