id;pc_1;pc_2;pc_3;pc_4;pc_5;pc_6;pc_7;pc_8;pc_9
evernote:///view/2147483647/s94/18f90dd9-e3a4-466c-858c-f10bc60ff9db/18f90dd9-e3a4-466c-858c-f10bc60ff9db/;-0.07560902639243378;0.8114253416525682;-0.03414711550200373;-0.4835561346767529;0.20857677229539198;0.01957168893442497;-0.43575407803033883;0.03606183093639738;-0.11658847890310312
evernote:///view/2147483647/s94/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/;-1.7310655846610021;0.22973758785455664;-0.3933667375198501;0.176056497138301;0.02141855473427906;-0.06351939571665774;0.6517727259224815;0.1657326897549773;-0.12102305976845781
evernote:///view/2147483647/s94/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/;0.44238294881097934;-0.008410120624181273;-0.0869423080807905;-0.05345333342597372;-0.4194694806736701;0.24386720138195958;-0.24224877771171505;0.04573031159503757;-0.2706119884887778
evernote:///view/2147483647/s94/c26d7d6d-517b-41c6-aa1b-75efb1727fde/c26d7d6d-517b-41c6-aa1b-75efb1727fde/;-1.2878429418285955;0.11581805805997833;-0.20074673704725832;-0.887187802315085;0.06520197797041763;-0.007272199163744247;0.09964643147321053;-0.15941429292638962;-0.2643107120467119
evernote:///view/2147483647/s94/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/;-0.07830702283892507;0.6012904925047335;0.2942355132372662;-0.6679574703396896;0.14776818205418618;-0.19445574134538335;-0.10256049173436842;-0.207594641464294;-0.017129728221932355
evernote:///view/2147483647/s94/0af65d51-67e7-4689-902d-8430655cb024/0af65d51-67e7-4689-902d-8430655cb024/;-0.9199688071187088;0.29989644927969494;0.5642292878591489;0.5716566408204421;0.3150374661485534;0.08700241246430579;0.09618468282893267;0.05914821618765171;0.12085025661994497
evernote:///view/2147483647/s94/2df617b1-bea1-4293-8bdf-ec64c55dbad6/2df617b1-bea1-4293-8bdf-ec64c55dbad6/;0.4647325970731875;-0.09556980457120509;-0.038209051485218054;0.102297316590746;0.34232479351600203;0.11156098648434487;-0.1117939218948071;-0.11423352397928341;-0.012251790025999167
evernote:///view/2147483647/s94/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/;0.19481688599109892;-0.020776901657493244;-0.1449995528632972;0.3303445859742745;-0.08118006958771068;0.2743567054320347;0.1771782876167929;-0.1365664264110058;0.15579326088701395
evernote:///view/2147483647/s94/90a915f8-e772-4659-9980-f3ab66aa6214/90a915f8-e772-4659-9980-f3ab66aa6214/;0.20765143504644562;-0.10890294567184765;-0.05750950504317156;0.2179514672024746;-0.13780666365340688;0.14495775687884196;0.19441233172559905;0.03320664322842259;0.20044707394419883
evernote:///view/2147483647/s94/7421fd44-2665-4515-b1d1-068630869658/7421fd44-2665-4515-b1d1-068630869658/;-1.3867446984137628;-0.955410858898916;-0.4817967845689123;-0.21222469456205245;0.19863166711531557;-0.23758421055832726;-0.012108258908925442;0.0037994213395120026;0.03920838335388099
